season,week,game_type,home_team,away_team,home_score,away_score,result,elo_local_pre,elo_visita_pre,prob_local,elo_local_post,elo_visita_post
2008,3,REG,GB,DAL,16.0,27.0,-11.0,1557.74,1563.67,0.5842,1546.06,1575.36
2008,3,REG,LAC,NYJ,48.0,29.0,19.0,1549.95,1461.5,0.7075,1555.8,1455.65
2008,4,REG,CAR,ATL,24.0,9.0,15.0,1511.25,1458.03,0.6639,1517.97,1451.31
2008,4,REG,CIN,CLE,12.0,20.0,-8.0,1469.42,1469.66,0.5921,1457.58,1481.5
2008,4,REG,JAX,HOU,30.0,27.0,3.0,1537.23,1471.04,0.6803,1543.62,1464.65
2008,4,REG,KC,DEN,33.0,19.0,14.0,1433.16,1529.34,0.4552,1444.05,1518.45
2008,4,REG,NO,SF,31.0,17.0,14.0,1478.4,1464.0,0.6123,1486.15,1456.24
2008,4,REG,NYJ,ARI,56.0,35.0,21.0,1455.65,1488.38,0.5463,1464.72,1479.3
2008,4,REG,TB,GB,30.0,21.0,9.0,1497.61,1546.06,0.5238,1507.13,1536.53
2008,4,REG,TEN,MIN,30.0,17.0,13.0,1541.24,1483.32,0.6699,1547.84,1476.72
2008,4,REG,LV,LAC,18.0,28.0,-10.0,1419.85,1555.8,0.3993,1411.87,1563.78
2008,4,REG,LA,BUF,14.0,31.0,-17.0,1420.67,1510.35,0.4645,1411.38,1519.64
2008,4,REG,DAL,WAS,24.0,26.0,-2.0,1575.36,1510.32,0.6789,1561.78,1523.9
2008,4,REG,CHI,PHI,24.0,20.0,4.0,1507.62,1519.76,0.5755,1516.11,1511.27
2008,4,REG,PIT,BAL,23.0,20.0,3.0,1531.74,1499.99,0.6357,1539.02,1492.71
2008,5,REG,BAL,TEN,10.0,13.0,-3.0,1492.71,1547.84,0.5142,1482.42,1558.12
2008,5,REG,CAR,KC,34.0,0.0,34.0,1517.97,1444.05,0.6899,1524.18,1437.85
2008,5,REG,DET,CHI,7.0,34.0,-27.0,1432.75,1516.11,0.4736,1423.28,1525.58
2008,5,REG,GB,ATL,24.0,27.0,-3.0,1536.53,1451.31,0.7037,1522.46,1465.38
2008,5,REG,HOU,IND,27.0,31.0,-4.0,1464.65,1565.38,0.4488,1455.67,1574.35
2008,5,REG,MIA,LAC,17.0,10.0,7.0,1418.44,1563.78,0.3864,1430.71,1551.51
2008,5,REG,NYG,SEA,44.0,6.0,38.0,1577.66,1511.16,0.6807,1584.05,1504.78
2008,5,REG,PHI,WAS,17.0,23.0,-6.0,1511.27,1523.9,0.5748,1499.77,1535.4
2008,5,REG,DEN,TB,16.0,13.0,3.0,1518.45,1507.13,0.6081,1526.29,1499.29
2008,5,REG,ARI,BUF,41.0,17.0,24.0,1479.3,1519.64,0.5354,1488.6,1510.35
2008,5,REG,DAL,CIN,31.0,22.0,9.0,1561.78,1457.58,0.7259,1567.26,1452.1
2008,5,REG,SF,NE,21.0,30.0,-9.0,1456.24,1609.38,0.3758,1448.73,1616.89
2008,5,REG,JAX,PIT,21.0,26.0,-5.0,1543.62,1539.02,0.5988,1531.64,1551.0
2008,5,REG,NO,MIN,27.0,30.0,-3.0,1486.15,1476.72,0.6055,1474.04,1488.83
2008,6,REG,ATL,CHI,22.0,20.0,2.0,1465.38,1525.58,0.5069,1475.24,1515.72
2008,6,REG,HOU,MIA,29.0,28.0,1.0,1455.67,1430.71,0.6266,1463.14,1423.24
2008,6,REG,IND,BAL,31.0,3.0,28.0,1574.35,1482.42,0.7116,1580.12,1476.66
2008,6,REG,MIN,DET,12.0,10.0,2.0,1488.83,1423.28,0.6795,1495.24,1416.87
2008,6,REG,NO,LV,34.0,3.0,31.0,1474.04,1411.87,0.6753,1480.54,1405.37
2008,6,REG,NYJ,CIN,26.0,14.0,12.0,1464.72,1452.1,0.6099,1472.52,1444.29
2008,6,REG,TB,CAR,27.0,3.0,24.0,1499.29,1524.18,0.5575,1508.14,1515.32
2008,6,REG,WAS,LA,17.0,19.0,-2.0,1535.4,1411.38,0.748,1520.44,1426.34
2008,6,REG,DEN,JAX,17.0,24.0,-7.0,1526.29,1531.64,0.585,1514.59,1543.34
2008,6,REG,ARI,DAL,30.0,24.0,6.0,1488.6,1567.26,0.4803,1498.99,1556.87
2008,6,REG,SEA,GB,17.0,27.0,-10.0,1504.78,1522.46,0.5677,1493.42,1533.81
2008,6,REG,SF,PHI,26.0,40.0,-14.0,1448.73,1499.77,0.5201,1438.32,1510.18
2008,6,REG,LAC,NE,30.0,10.0,20.0,1551.51,1616.89,0.4995,1561.52,1606.88
2008,6,REG,CLE,NYG,35.0,14.0,21.0,1481.5,1584.05,0.4462,1492.58,1572.97
2008,7,REG,BUF,LAC,23.0,14.0,9.0,1510.35,1561.52,0.5199,1519.95,1551.92
2008,7,REG,CAR,NO,30.0,7.0,23.0,1515.32,1480.54,0.6398,1522.53,1473.33
2008,7,REG,CHI,MIN,48.0,41.0,7.0,1515.72,1495.24,0.6206,1523.31,1487.65
2008,7,REG,CIN,PIT,10.0,38.0,-28.0,1444.29,1551.0,0.4403,1435.49,1559.8
2008,7,REG,KC,TEN,10.0,34.0,-24.0,1437.85,1558.12,0.4211,1429.43,1566.55
2008,7,REG,MIA,BAL,13.0,27.0,-14.0,1423.24,1476.66,0.5167,1412.91,1486.99
2008,7,REG,NYG,SF,29.0,17.0,12.0,1572.97,1438.32,0.7594,1577.78,1433.51
2008,7,REG,LA,DAL,34.0,14.0,20.0,1426.34,1556.87,0.4068,1438.2,1545.0
2008,7,REG,HOU,DET,28.0,21.0,7.0,1463.14,1416.87,0.6549,1470.04,1409.97
2008,7,REG,GB,IND,34.0,14.0,20.0,1533.81,1580.12,0.5269,1543.28,1570.66
2008,7,REG,LV,NYJ,16.0,13.0,3.0,1405.37,1472.52,0.4969,1415.44,1462.46
2008,7,REG,WAS,CLE,14.0,11.0,3.0,1520.44,1492.58,0.6305,1527.83,1485.19
2008,7,REG,TB,SEA,20.0,10.0,10.0,1508.14,1493.42,0.6128,1515.89,1485.68
2008,7,REG,NE,DEN,41.0,7.0,34.0,1606.88,1514.59,0.7121,1612.64,1508.83
2008,8,REG,BAL,LV,29.0,10.0,19.0,1486.99,1415.44,0.687,1493.25,1409.18
2008,8,REG,CAR,ARI,27.0,23.0,4.0,1522.53,1498.99,0.6247,1530.03,1491.48
2008,8,REG,DAL,TB,13.0,9.0,4.0,1545.0,1515.89,0.6322,1552.36,1508.53
2008,8,REG,DET,WAS,17.0,25.0,-8.0,1409.97,1527.83,0.4245,1401.48,1536.32
2008,8,REG,MIA,BUF,25.0,16.0,9.0,1412.91,1519.95,0.4398,1424.11,1508.74
2008,8,REG,NE,LA,23.0,16.0,7.0,1612.64,1438.2,0.7987,1616.67,1434.18
2008,8,REG,NO,LAC,37.0,32.0,5.0,1473.33,1551.92,0.4805,1483.72,1541.53
2008,8,REG,NYJ,KC,28.0,24.0,4.0,1462.46,1429.43,0.6375,1469.71,1422.18
2008,8,REG,PHI,ATL,27.0,14.0,13.0,1510.18,1475.24,0.64,1517.38,1468.04
2008,8,REG,HOU,CIN,35.0,6.0,29.0,1470.04,1435.49,0.6395,1477.25,1428.28
2008,8,REG,JAX,CLE,17.0,23.0,-6.0,1543.34,1485.19,0.6702,1529.94,1498.59
2008,8,REG,PIT,NYG,14.0,21.0,-7.0,1559.8,1577.78,0.5673,1548.46,1589.13
2008,8,REG,SF,SEA,13.0,34.0,-21.0,1433.51,1485.68,0.5185,1423.14,1496.05
2008,8,REG,TEN,IND,31.0,21.0,10.0,1566.55,1570.66,0.5867,1574.81,1562.39
2008,9,REG,BUF,NYJ,17.0,26.0,-9.0,1508.74,1469.71,0.6454,1495.84,1482.62
2008,9,REG,CHI,DET,27.0,23.0,4.0,1523.31,1401.48,0.7456,1528.39,1396.39
2008,9,REG,CIN,JAX,21.0,19.0,2.0,1428.28,1529.94,0.4474,1439.33,1518.89
2008,9,REG,CLE,BAL,27.0,37.0,-10.0,1498.59,1493.25,0.5999,1486.6,1505.25
2008,9,REG,KC,TB,27.0,30.0,-3.0,1422.18,1508.53,0.4693,1412.79,1517.92
2008,9,REG,MIN,HOU,28.0,21.0,7.0,1487.65,1477.25,0.6068,1495.51,1469.39
2008,9,REG,LA,ARI,13.0,34.0,-21.0,1434.18,1491.48,0.5111,1423.96,1501.7
2008,9,REG,TEN,GB,19.0,16.0,3.0,1574.81,1543.28,0.6355,1582.1,1535.99
2008,9,REG,DEN,MIA,17.0,26.0,-9.0,1508.83,1424.11,0.703,1494.77,1438.17
2008,9,REG,NYG,DAL,35.0,14.0,21.0,1589.13,1552.36,0.6424,1596.28,1545.21
2008,9,REG,LV,ATL,0.0,24.0,-24.0,1409.18,1468.04,0.5088,1399.0,1478.22
2008,9,REG,SEA,PHI,7.0,26.0,-19.0,1496.05,1517.38,0.5625,1484.8,1528.63
2008,9,REG,IND,NE,18.0,15.0,3.0,1562.39,1616.67,0.5154,1572.08,1606.97
2008,9,REG,WAS,PIT,6.0,23.0,-17.0,1536.32,1548.46,0.5755,1524.81,1559.97
2008,10,REG,CLE,DEN,30.0,34.0,-4.0,1486.6,1494.77,0.5811,1474.98,1506.39
2008,10,REG,ATL,NO,34.0,20.0,14.0,1478.22,1483.72,0.5848,1486.52,1475.42
2008,10,REG,CHI,TEN,14.0,21.0,-7.0,1528.39,1582.1,0.5162,1518.07,1592.43
2008,10,REG,DET,JAX,14.0,38.0,-24.0,1396.39,1518.89,0.418,1388.03,1527.25
2008,10,REG,HOU,BAL,13.0,41.0,-28.0,1469.39,1505.25,0.5418,1458.55,1516.08
2008,10,REG,MIA,SEA,21.0,19.0,2.0,1438.17,1484.8,0.5264,1447.65,1475.33
2008,10,REG,MIN,GB,28.0,27.0,1.0,1495.51,1535.99,0.5352,1504.81,1526.69
2008,10,REG,NE,BUF,20.0,10.0,10.0,1606.97,1495.84,0.7338,1612.3,1490.51
2008,10,REG,NYJ,LA,47.0,3.0,44.0,1482.62,1423.96,0.6708,1489.2,1417.37
2008,10,REG,LV,CAR,6.0,17.0,-11.0,1399.0,1530.03,0.4061,1390.88,1538.16
2008,10,REG,PIT,IND,20.0,24.0,-4.0,1559.97,1572.08,0.5755,1548.46,1583.59
2008,10,REG,LAC,KC,20.0,19.0,1.0,1541.53,1412.79,0.7531,1546.47,1407.85
2008,10,REG,PHI,NYG,31.0,36.0,-5.0,1528.63,1596.28,0.4962,1518.7,1606.2
2008,10,REG,ARI,SF,29.0,24.0,5.0,1501.7,1423.14,0.6956,1507.79,1417.05
2008,11,REG,NE,NYJ,31.0,34.0,-3.0,1612.3,1489.2,0.747,1597.36,1504.14
2008,11,REG,ATL,DEN,20.0,24.0,-4.0,1486.52,1506.39,0.5646,1475.23,1517.68
2008,11,REG,CAR,DET,31.0,22.0,9.0,1538.16,1388.03,0.7753,1542.65,1383.54
2008,11,REG,CIN,PHI,13.0,13.0,0.0,1439.33,1518.7,0.4793,1439.74,1518.29
2008,11,REG,GB,CHI,37.0,3.0,34.0,1526.69,1518.07,0.6044,1534.6,1510.16
2008,11,REG,IND,HOU,33.0,27.0,6.0,1583.59,1458.55,0.7491,1588.61,1453.54
2008,11,REG,KC,NO,20.0,30.0,-10.0,1407.85,1475.42,0.4963,1397.93,1485.35
2008,11,REG,MIA,LV,17.0,15.0,2.0,1447.65,1390.88,0.6684,1454.28,1384.25
2008,11,REG,NYG,BAL,30.0,10.0,20.0,1606.2,1516.08,0.7095,1612.02,1510.27
2008,11,REG,TB,MIN,19.0,13.0,6.0,1517.92,1504.81,0.6106,1525.71,1497.02
2008,11,REG,SEA,ARI,20.0,26.0,-6.0,1475.33,1507.79,0.5467,1464.39,1518.73
2008,11,REG,SF,LA,35.0,16.0,19.0,1417.05,1417.37,0.592,1425.21,1409.21
2008,11,REG,JAX,TEN,14.0,24.0,-10.0,1527.25,1592.43,0.4997,1517.25,1602.42
2008,11,REG,PIT,LAC,11.0,10.0,1.0,1548.46,1546.47,0.5952,1556.55,1538.37
2008,11,REG,WAS,DAL,10.0,14.0,-4.0,1524.81,1545.21,0.5638,1513.53,1556.48
2008,11,REG,BUF,CLE,27.0,29.0,-2.0,1490.51,1474.98,0.6139,1478.23,1487.25
2008,12,REG,PIT,CIN,27.0,10.0,17.0,1556.55,1439.74,0.7401,1561.75,1434.54
2008,12,REG,BAL,PHI,36.0,7.0,29.0,1510.27,1518.29,0.5813,1518.65,1509.91
2008,12,REG,CLE,HOU,6.0,16.0,-10.0,1487.25,1453.54,0.6384,1474.49,1466.3
2008,12,REG,DAL,SF,35.0,22.0,13.0,1556.48,1425.21,0.7558,1561.37,1420.33
2008,12,REG,DET,TB,20.0,38.0,-18.0,1383.54,1525.71,0.3907,1375.72,1533.52
2008,12,REG,JAX,MIN,12.0,30.0,-18.0,1517.25,1497.02,0.6203,1504.85,1509.42
2008,12,REG,KC,BUF,31.0,54.0,-23.0,1397.93,1478.23,0.478,1388.37,1487.79
2008,12,REG,MIA,NE,28.0,48.0,-20.0,1454.28,1597.36,0.3895,1446.49,1605.15
2008,12,REG,LA,CHI,3.0,27.0,-24.0,1409.21,1510.16,0.4485,1400.24,1519.13
2008,12,REG,TEN,NYJ,13.0,34.0,-21.0,1602.42,1504.14,0.7191,1588.04,1518.52
2008,12,REG,DEN,LV,10.0,31.0,-21.0,1517.68,1384.25,0.7581,1502.52,1399.41
2008,12,REG,ARI,NYG,29.0,37.0,-8.0,1518.73,1612.02,0.4594,1509.54,1621.2
2008,12,REG,ATL,CAR,45.0,28.0,17.0,1475.23,1542.65,0.4965,1485.3,1532.58
2008,12,REG,SEA,WAS,17.0,20.0,-3.0,1464.39,1513.53,0.5228,1453.94,1523.99
2008,12,REG,LAC,IND,20.0,23.0,-3.0,1538.37,1588.61,0.5212,1527.95,1599.04
2008,12,REG,NO,GB,51.0,29.0,22.0,1485.35,1534.6,0.5226,1494.89,1525.06
2008,13,REG,DET,TEN,10.0,47.0,-37.0,1375.72,1588.04,0.2998,1369.73,1594.04
2008,13,REG,DAL,SEA,34.0,9.0,25.0,1561.37,1453.94,0.7296,1566.78,1448.53
2008,13,REG,PHI,ARI,48.0,20.0,28.0,1509.91,1509.54,0.593,1518.05,1501.4
2008,13,REG,BUF,SF,3.0,10.0,-7.0,1487.79,1420.33,0.6819,1474.16,1433.97
2008,13,REG,CIN,BAL,3.0,34.0,-31.0,1434.54,1518.65,0.4725,1425.09,1528.1
2008,13,REG,CLE,IND,6.0,10.0,-4.0,1474.49,1599.04,0.4151,1466.18,1607.34
2008,13,REG,GB,CAR,31.0,35.0,-4.0,1525.06,1532.58,0.582,1513.42,1544.22
2008,13,REG,LA,MIA,12.0,16.0,-4.0,1400.24,1446.49,0.527,1389.7,1457.03
2008,13,REG,TB,NO,23.0,20.0,3.0,1533.52,1494.89,0.6449,1540.62,1487.79
2008,13,REG,WAS,NYG,7.0,23.0,-16.0,1523.99,1621.2,0.4538,1514.91,1630.28
2008,13,REG,LAC,ATL,16.0,22.0,-6.0,1527.95,1485.3,0.6501,1514.94,1498.31
2008,13,REG,NE,PIT,10.0,33.0,-23.0,1605.15,1561.75,0.6511,1592.13,1574.77
2008,13,REG,NYJ,DEN,17.0,34.0,-17.0,1518.52,1502.52,0.6145,1506.23,1514.81
2008,13,REG,LV,KC,13.0,20.0,-7.0,1399.41,1388.37,0.6077,1387.25,1400.52
2008,13,REG,MIN,CHI,34.0,14.0,20.0,1509.42,1519.13,0.5789,1517.85,1510.7
2008,13,REG,HOU,JAX,30.0,17.0,13.0,1466.3,1504.85,0.538,1475.54,1495.61
2008,14,REG,LAC,LV,34.0,7.0,27.0,1514.94,1387.25,0.752,1519.9,1382.29
2008,14,REG,CHI,JAX,23.0,10.0,13.0,1510.7,1495.61,0.6133,1518.44,1487.87
2008,14,REG,DET,MIN,16.0,20.0,-4.0,1369.73,1517.85,0.3826,1362.07,1525.5
2008,14,REG,GB,HOU,21.0,24.0,-3.0,1513.42,1475.54,0.6439,1500.54,1488.42
2008,14,REG,IND,CIN,35.0,3.0,32.0,1607.34,1425.09,0.8058,1611.22,1421.21
2008,14,REG,NO,ATL,29.0,25.0,4.0,1487.79,1498.31,0.5778,1496.24,1489.86
2008,14,REG,NYG,PHI,14.0,20.0,-6.0,1630.28,1518.05,0.735,1615.58,1532.76
2008,14,REG,TEN,CLE,28.0,9.0,19.0,1594.04,1466.18,0.7522,1598.99,1461.23
2008,14,REG,BUF,MIA,3.0,16.0,-13.0,1474.16,1457.03,0.616,1461.84,1469.35
2008,14,REG,DEN,KC,24.0,17.0,7.0,1514.81,1400.52,0.7373,1520.06,1395.27
2008,14,REG,SEA,NE,21.0,24.0,-3.0,1448.53,1592.13,0.3888,1440.75,1599.9
2008,14,REG,SF,NYJ,24.0,14.0,10.0,1433.97,1506.23,0.4895,1444.18,1496.03
2008,14,REG,ARI,LA,34.0,10.0,24.0,1501.4,1389.7,0.7344,1506.71,1384.39
2008,14,REG,PIT,DAL,20.0,13.0,7.0,1574.77,1566.78,0.6035,1582.7,1558.85
2008,14,REG,BAL,WAS,24.0,10.0,14.0,1528.1,1514.91,0.6107,1535.89,1507.12
2008,14,REG,CAR,TB,38.0,23.0,15.0,1544.22,1540.62,0.5975,1552.27,1532.57
2008,15,REG,CHI,NO,27.0,24.0,3.0,1518.44,1496.24,0.6229,1525.98,1488.69
2008,15,REG,ATL,TB,13.0,10.0,3.0,1489.86,1532.57,0.532,1499.22,1523.21
2008,15,REG,CIN,WAS,20.0,13.0,7.0,1421.21,1507.12,0.4699,1431.81,1496.52
2008,15,REG,HOU,TEN,13.0,12.0,1.0,1488.42,1598.99,0.4348,1499.72,1587.69
2008,15,REG,IND,DET,31.0,21.0,10.0,1611.22,1362.07,0.8592,1614.04,1359.26
2008,15,REG,JAX,GB,20.0,16.0,4.0,1487.87,1500.54,0.5748,1496.38,1492.03
2008,15,REG,KC,LAC,21.0,22.0,-1.0,1395.27,1519.9,0.415,1386.97,1528.2
2008,15,REG,MIA,SF,14.0,9.0,5.0,1469.35,1444.18,0.6269,1476.81,1436.72
2008,15,REG,NYJ,BUF,31.0,27.0,4.0,1496.03,1461.84,0.639,1503.25,1454.62
2008,15,REG,LA,SEA,20.0,23.0,-3.0,1384.39,1440.75,0.5124,1374.14,1451.0
2008,15,REG,ARI,MIN,14.0,35.0,-21.0,1506.71,1525.5,0.5661,1495.39,1536.82
2008,15,REG,BAL,PIT,9.0,13.0,-4.0,1535.89,1582.7,0.5261,1525.36,1593.23
2008,15,REG,CAR,DEN,30.0,10.0,20.0,1552.27,1520.06,0.6364,1559.54,1512.79
2008,15,REG,LV,NE,26.0,49.0,-23.0,1382.29,1599.9,0.2935,1376.42,1605.77
2008,15,REG,DAL,NYG,20.0,8.0,12.0,1558.85,1615.58,0.5119,1568.61,1605.82
2008,15,REG,PHI,CLE,30.0,10.0,20.0,1532.76,1461.23,0.687,1539.02,1454.96
2008,16,REG,JAX,IND,24.0,31.0,-7.0,1496.38,1614.04,0.4248,1487.88,1622.53
2008,16,REG,DAL,BAL,24.0,33.0,-9.0,1568.61,1525.36,0.6509,1555.59,1538.38
2008,16,REG,CLE,CIN,0.0,14.0,-14.0,1454.96,1431.81,0.6242,1442.48,1444.3
2008,16,REG,DET,NO,7.0,42.0,-35.0,1359.26,1488.69,0.4083,1351.09,1496.86
2008,16,REG,KC,MIA,31.0,38.0,-7.0,1386.97,1476.81,0.4643,1377.68,1486.1
2008,16,REG,NE,ARI,47.0,7.0,40.0,1605.77,1495.39,0.7329,1611.11,1490.05
2008,16,REG,LA,SF,16.0,17.0,-1.0,1374.14,1436.72,0.5035,1364.07,1446.79
2008,16,REG,TB,LAC,24.0,41.0,-17.0,1523.21,1528.2,0.5855,1511.5,1539.92
2008,16,REG,TEN,PIT,31.0,14.0,17.0,1587.69,1593.23,0.5848,1596.0,1584.92
2008,16,REG,DEN,BUF,23.0,30.0,-7.0,1512.79,1454.62,0.6702,1499.38,1468.02
2008,16,REG,LV,HOU,27.0,16.0,11.0,1376.42,1499.72,0.4169,1388.09,1488.06
2008,16,REG,SEA,NYJ,13.0,3.0,10.0,1451.0,1503.25,0.5183,1460.63,1493.61
2008,16,REG,MIN,ATL,17.0,24.0,-7.0,1536.82,1499.22,0.6435,1523.95,1512.09
2008,16,REG,WAS,PHI,10.0,3.0,7.0,1496.52,1539.02,0.5323,1505.88,1529.66
2008,16,REG,NYG,CAR,34.0,28.0,6.0,1605.82,1559.54,0.6549,1612.72,1552.64
2008,16,REG,CHI,GB,20.0,17.0,3.0,1525.98,1492.03,0.6387,1533.21,1484.81
2008,17,REG,ATL,LA,31.0,27.0,4.0,1512.09,1364.07,0.7732,1516.63,1359.54
2008,17,REG,BUF,NE,0.0,13.0,-13.0,1468.02,1611.11,0.3895,1460.23,1618.9
2008,17,REG,CIN,KC,16.0,6.0,10.0,1444.3,1377.68,0.6808,1450.68,1371.3
2008,17,REG,GB,DET,31.0,21.0,10.0,1484.81,1351.09,0.7584,1489.64,1346.26
2008,17,REG,HOU,CHI,31.0,24.0,7.0,1488.06,1533.21,0.5285,1497.49,1523.78
2008,17,REG,IND,TEN,23.0,0.0,23.0,1622.53,1596.0,0.6288,1629.96,1588.57
2008,17,REG,MIN,NYG,20.0,19.0,1.0,1523.95,1612.72,0.4658,1534.63,1602.04
2008,17,REG,NO,CAR,31.0,33.0,-2.0,1496.86,1552.64,0.5133,1486.59,1562.91
2008,17,REG,PIT,CLE,31.0,0.0,31.0,1584.92,1442.48,0.7675,1589.57,1437.83
2008,17,REG,TB,LV,24.0,31.0,-7.0,1511.5,1388.09,0.7474,1496.56,1403.03
2008,17,REG,ARI,SEA,34.0,21.0,13.0,1490.05,1460.63,0.6326,1497.39,1453.29
2008,17,REG,BAL,JAX,27.0,7.0,20.0,1538.38,1487.88,0.6604,1545.18,1481.09
2008,17,REG,NYJ,MIA,17.0,24.0,-7.0,1493.61,1486.1,0.6029,1481.55,1498.15
2008,17,REG,PHI,DAL,44.0,6.0,38.0,1529.66,1555.59,0.556,1538.54,1546.71
2008,17,REG,SF,WAS,27.0,24.0,3.0,1446.79,1505.88,0.5085,1456.62,1496.05
2008,17,REG,LAC,DEN,52.0,21.0,31.0,1539.92,1499.38,0.6474,1546.97,1492.33
2008,18,WC,ARI,ATL,30.0,24.0,6.0,1497.39,1516.63,0.5655,1506.08,1507.94
2008,18,WC,LAC,IND,23.0,17.0,6.0,1546.97,1629.96,0.4741,1557.49,1619.44
2008,18,WC,MIA,BAL,9.0,27.0,-18.0,1498.15,1545.18,0.5258,1487.64,1555.69
2008,18,WC,MIN,PHI,14.0,26.0,-12.0,1534.63,1538.54,0.587,1522.89,1550.28
2008,19,DIV,TEN,BAL,10.0,13.0,-3.0,1588.57,1555.69,0.6372,1575.83,1568.44
2008,19,DIV,CAR,ARI,13.0,33.0,-20.0,1562.91,1506.08,0.6685,1549.54,1519.45
2008,19,DIV,NYG,PHI,11.0,23.0,-12.0,1602.04,1550.28,0.662,1588.8,1563.52
2008,19,DIV,PIT,LAC,35.0,24.0,11.0,1589.57,1557.49,0.6362,1596.85,1550.21
2008,20,CON,ARI,PHI,32.0,25.0,7.0,1519.45,1563.52,0.5301,1528.85,1554.12
2008,20,CON,PIT,BAL,23.0,14.0,9.0,1596.85,1568.44,0.6313,1604.22,1561.06
2008,21,SB,ARI,PIT,23.0,27.0,-4.0,1528.85,1604.22,0.4851,1519.15,1613.92
2009,1,REG,PIT,TEN,13.0,10.0,3.0,1575.95,1550.55,0.6272,1583.4,1543.1
2009,1,REG,ATL,MIA,19.0,7.0,12.0,1505.29,1491.76,0.6111,1513.07,1483.98
2009,1,REG,BAL,KC,38.0,24.0,14.0,1540.71,1414.2,0.7507,1545.69,1409.21
2009,1,REG,CAR,PHI,10.0,38.0,-28.0,1533.03,1536.08,0.5882,1521.26,1547.85
2009,1,REG,CIN,DEN,7.0,12.0,-5.0,1467.12,1494.89,0.5534,1456.05,1505.96
2009,1,REG,CLE,MIN,20.0,34.0,-14.0,1458.55,1515.26,0.5119,1448.31,1525.5
2009,1,REG,HOU,NYJ,7.0,24.0,-17.0,1498.33,1487.7,0.6071,1486.18,1499.85
2009,1,REG,IND,JAX,14.0,12.0,2.0,1579.63,1487.39,0.712,1585.39,1481.63
2009,1,REG,NO,DET,45.0,27.0,18.0,1491.06,1397.51,0.7136,1496.79,1391.78
2009,1,REG,TB,DAL,21.0,34.0,-13.0,1497.7,1531.14,0.5453,1486.8,1542.05
2009,1,REG,ARI,SF,16.0,20.0,-4.0,1512.77,1471.08,0.6489,1499.79,1484.05
2009,1,REG,NYG,WAS,23.0,17.0,6.0,1559.2,1497.36,0.6748,1565.7,1490.86
2009,1,REG,SEA,LA,28.0,0.0,28.0,1468.86,1406.36,0.6757,1475.34,1399.87
2009,1,REG,GB,CHI,21.0,15.0,6.0,1493.09,1515.85,0.5605,1501.88,1507.06
2009,1,REG,NE,BUF,25.0,24.0,1.0,1579.27,1473.49,0.7277,1584.71,1468.04
2009,1,REG,LV,LAC,20.0,24.0,-4.0,1435.36,1533.47,0.4525,1426.31,1542.52
2009,2,REG,ATL,CAR,28.0,20.0,8.0,1513.07,1521.26,0.581,1521.45,1512.88
2009,2,REG,DET,MIN,13.0,27.0,-14.0,1391.78,1525.5,0.4024,1383.73,1533.55
2009,2,REG,GB,CIN,24.0,31.0,-7.0,1501.88,1456.05,0.6543,1488.8,1469.14
2009,2,REG,JAX,ARI,17.0,31.0,-14.0,1481.63,1499.79,0.567,1470.29,1511.13
2009,2,REG,KC,LV,10.0,13.0,-3.0,1409.21,1426.31,0.5685,1397.84,1437.68
2009,2,REG,NYJ,NE,16.0,9.0,7.0,1499.85,1584.71,0.4714,1510.42,1574.14
2009,2,REG,PHI,NO,22.0,48.0,-26.0,1547.85,1496.79,0.6611,1534.63,1510.01
2009,2,REG,TEN,HOU,31.0,34.0,-3.0,1543.1,1486.18,0.6686,1529.72,1499.56
2009,2,REG,WAS,LA,9.0,7.0,2.0,1490.86,1399.87,0.7105,1496.65,1394.08
2009,2,REG,BUF,TB,33.0,20.0,13.0,1468.04,1486.8,0.5662,1476.72,1478.12
2009,2,REG,SF,SEA,23.0,10.0,13.0,1484.05,1475.34,0.6045,1491.96,1467.43
2009,2,REG,CHI,PIT,17.0,14.0,3.0,1507.06,1583.4,0.4837,1517.39,1573.08
2009,2,REG,DEN,CLE,27.0,6.0,21.0,1505.96,1448.31,0.6695,1512.57,1441.71
2009,2,REG,LAC,BAL,26.0,31.0,-5.0,1542.52,1545.69,0.5881,1530.76,1557.46
2009,2,REG,DAL,NYG,31.0,33.0,-2.0,1542.05,1565.7,0.5592,1530.86,1576.89
2009,2,REG,MIA,IND,23.0,27.0,-4.0,1483.98,1585.39,0.4478,1475.02,1594.34
2009,3,REG,BAL,CLE,34.0,3.0,31.0,1557.46,1441.71,0.7389,1562.68,1436.48
2009,3,REG,DET,WAS,19.0,14.0,5.0,1383.73,1496.65,0.4315,1395.1,1485.28
2009,3,REG,HOU,JAX,24.0,31.0,-7.0,1499.56,1470.29,0.6324,1486.91,1482.94
2009,3,REG,MIN,SF,27.0,24.0,3.0,1533.55,1491.96,0.6487,1540.57,1484.94
2009,3,REG,NE,ATL,26.0,10.0,16.0,1574.14,1521.45,0.6632,1580.88,1514.71
2009,3,REG,NYJ,TEN,24.0,17.0,7.0,1510.42,1529.72,0.5654,1519.11,1521.03
2009,3,REG,PHI,KC,34.0,14.0,20.0,1534.63,1397.84,0.7616,1539.39,1393.07
2009,3,REG,LA,GB,17.0,36.0,-19.0,1394.08,1488.8,0.4573,1384.94,1497.94
2009,3,REG,TB,NYG,0.0,24.0,-24.0,1478.12,1576.89,0.4516,1469.09,1585.92
